,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Écailles Magiques,Magic Scales,4,7,0.57,57%,20.0,11.43,80,2,10.0,5.71,6.67,3.81
Marteau Dévastateur,Destroyer Hammer,7,7,1.0,100%,8.86,8.86,62,2,4.43,4.43,2.95,2.95
Perce-Écailles,Scale Tearer,6,7,0.86,86%,10.0,8.57,60,3,3.33,2.86,2.5,2.14
Première Ligne,First Line,6,7,0.86,86%,8.0,6.86,48,0,Gratuit,Gratuit,8.0,6.86
Marteau Conquérant,Conquest Hammer,2,7,0.29,29%,22.0,6.29,44,3,7.33,2.1,5.5,1.57
Esprit de la Faille,Spirit of the Rift,2,7,0.29,29%,20.0,5.71,40,2,10.0,2.85,6.67,1.9
Chasse au Gros,Big Worm Hunter,3,7,0.43,43%,13.0,5.57,39,3,4.33,1.86,3.25,1.39
Sceau Profanateur,Seal of Desecration,2,7,0.29,29%,16.0,4.57,32,2,8.0,2.29,5.33,1.52
Âme de Dragon Élémentaire,Elemental Dragon Soul,1,7,0.14,14%,25.0,3.57,25,1,25.0,3.57,12.5,1.78
L'Oeil du Héraut,Eye of the Void,3,7,0.43,43%,8.0,3.43,24,0,Gratuit,Gratuit,8.0,3.43
Poigne d'Or,Golden Force,1,7,0.14,14%,23.0,3.29,23,1,23.0,3.29,11.5,1.65
Folie Meurtrière,Killer Momentum,1,7,0.14,14%,22.0,3.14,22,0,Gratuit,Gratuit,22.0,3.14
Masque du Baron,Baron' s Mask,1,7,0.14,14%,20.0,2.86,20,2,10.0,1.43,6.67,0.95
Protection Royale,Royal Protector,1,7,0.14,14%,17.0,2.43,17,1,17.0,2.43,8.5,1.22
Gardien Sous-terrain,Underworld Guardian,1,7,0.14,14%,15.0,2.14,15,1,15.0,2.14,7.5,1.07
Frappes Éclair,Light Swords,1,7,0.14,14%,12.0,1.71,12,0,Gratuit,Gratuit,12.0,1.71
