,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Totem Équivalent,Equivalent Totem,222,222,1.0,100%,16.47,16.47,3656,2,8.23,8.23
Faux,Scythe,222,222,1.0,100%,15.07,15.07,3345,3,5.02,5.02
Armure d'Obsidienne,Obsidian Battle Plate,120,222,0.54,54%,20.0,10.81,2400,2,10.0,5.41
Lame Affutée,Sharp Blade,191,222,0.86,86%,12.22,10.51,2334,3,4.07,3.5
Faux Parfaite,Perfect Scythe,142,222,0.64,64%,15.0,9.59,2130,0,Gratuit,Gratuit
Hache Frénétique,Berseker Ax,151,222,0.68,68%,14.0,9.52,2114,2,7.0,4.76
Économe Sagesse du Trésorier,Treasurer's Wisdom,123,222,0.55,55%,17.0,9.42,2091,2,8.5,4.71
Gantelet Impérieux,Imperious Gauntlet,69,222,0.31,31%,30.0,9.32,2070,1,30.0,9.32
Ascension Divine,Divine Ascent,75,222,0.34,34%,25.0,8.45,1875,3,8.33,2.82
Esprit de l'Écuyer,Spirit of the Squire,184,222,0.83,83%,8.62,7.15,1587,3,2.87,2.38
Adrénaline Arcanique,Arcane Adrenaline,90,222,0.41,41%,16.0,6.49,1440,1,16.0,6.49
Aveuglement,Incapacitor,203,222,0.91,91%,6.78,6.2,1377,3,2.26,2.07
Faux Assoiffées,Thirsty Scythes,48,222,0.22,22%,25.0,5.41,1200,3,8.33,1.8
Épée Obscure,Swords of Darkness,67,222,0.3,30%,17.0,5.13,1139,1,17.0,5.13
Marteau Collecteur,Collecting Hammer,99,222,0.45,45%,10.24,4.57,1014,2,5.12,2.29
Lame Insatiable,Fast Furious Blade,63,222,0.28,28%,16.0,4.54,1008,2,8.0,2.27
Elan de Fureur,Rampage Momentum,60,222,0.27,27%,15.0,4.05,900,2,7.5,2.02
Sabre Versatile,Versatil Saber,77,222,0.35,35%,11.0,3.82,847,1,11.0,3.82
Coup de Mort,Death Helper,66,222,0.3,30%,12.18,3.62,804,1,12.18,3.62
Danse Macabre,Dance of Death,96,222,0.43,43%,8.0,3.46,768,1,8.0,3.46
Totem du Gardien,Guardian Totem,171,222,0.77,77%,4.3,3.31,735,3,1.43,1.1
Armure d'Immortel,Immortal Breastplate,47,222,0.21,21%,15.32,3.24,720,1,15.32,3.24
Parchemin Secret,Secret Scroll,37,222,0.17,17%,18.0,3.0,666,2,9.0,1.5
Enchaînement Éclair,Unstoppable Lightning,36,222,0.16,16%,18.0,2.92,648,1,18.0,2.92
Explosion Arcanique,Arcane Explosive,53,222,0.24,24%,12.0,2.86,636,1,12.0,2.86
Esprit omniprésent,Omnipresent Spirit,33,222,0.15,15%,18.0,2.68,594,2,9.0,1.34
Chasseresse d'Âmes,Huntress of Souls,30,222,0.14,14%,19.0,2.57,570,1,19.0,2.57
Assistance Divine,Sacred Help,28,222,0.13,13%,20.0,2.52,560,2,10.0,1.26
Chasseur d'Âmes,Soul Hunter,30,222,0.14,14%,18.67,2.52,560,1,18.67,2.52
Tombeau Rocheux,Rock Tomb,55,222,0.25,25%,10.0,2.48,550,1,10.0,2.48
Griffes Démoniaques,Demon Claws,31,222,0.14,14%,17.0,2.37,527,1,17.0,2.37
Aura Légendaire,Legend Aura,13,222,0.06,6%,40.0,2.34,520,3,13.33,0.78
Triple Météore,Trimeteor,16,222,0.07,7%,30.0,2.16,480,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,41,222,0.18,18%,11.0,2.03,451,0,Gratuit,Gratuit
Marteleur précis,Precise Hammer,23,222,0.1,10%,18.0,1.86,414,1,18.0,1.86
Épé Sainte,Holy Sword,41,222,0.18,18%,10.0,1.85,410,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,41,222,0.18,18%,9.27,1.71,380,0,Gratuit,Gratuit
Force Divine,Divine Impetu,28,222,0.13,13%,13.57,1.71,380,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,18,222,0.08,8%,20.0,1.62,360,2,10.0,0.81
Couronne du Roi Nain,Crown of the Dwarf King,26,222,0.12,12%,13.0,1.52,338,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,20,222,0.09,9%,15.0,1.35,300,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,11,222,0.05,5%,24.0,1.19,264,2,12.0,0.59
Masse Colossale,Colossal Mace,18,222,0.08,8%,13.22,1.07,238,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,116,222,0.52,52%,1.82,0.95,211,3,0.61,0.32
Pillard Féroce,Savage Looter,10,222,0.05,5%,20.0,0.9,200,1,20.0,0.9
Masse de Siège,Siege Mace,9,222,0.04,4%,16.0,0.65,144,0,Gratuit,Gratuit
Mental d'Acier,Steel Aura,7,222,0.03,3%,18.0,0.57,126,2,9.0,0.28
Être de Lumière,Being of Light,7,222,0.03,3%,18.0,0.57,126,1,18.0,0.57
Esprit Guerrier,Spirit of the Warrior,7,222,0.03,3%,16.0,0.5,112,1,16.0,0.5
Amulette Omnisciente,Omnipresent Amulet,7,222,0.03,3%,14.43,0.45,101,0,Gratuit,Gratuit
Astéroïde Fatal,Final Asteroid,1,222,0.0,0%,100.0,0.45,100,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,7,222,0.03,3%,11.0,0.35,77,0,Gratuit,Gratuit
Pluie de Météorites,Meteorites,1,222,0.0,0%,70.0,0.32,70,0,Gratuit,Gratuit
Le Traqueur,The Stalker,1,222,0.0,0%,20.0,0.09,20,3,6.67,0.03
Décharge Élémentaire,Elemental Discharge,1,222,0.0,0%,18.0,0.08,18,1,18.0,0.08
